diagnostic_category,diagnosis_icd10_code,diagnosis,dsm_symptom_criteria,symptom_id,symptom_segment,zcode_hrsn,symp_prob
Safety/General Safety,Z91.410,Safety/General Safety,Personal history of adult physical and sexual abuse,Z207.1,history of adult physical abuse,ZCode/HRSN,Problem
Safety/General Safety,Z91.410,Safety/General Safety,Personal history of adult physical and sexual abuse,Z207.2,history of adult sexual abuse,ZCode/HRSN,Problem
Safety/General Safety,Z91.411,Safety/General Safety,Personal history of adult psychological abuse,Z208,history of adult psychological abuse,ZCode/HRSN,Problem
Safety/General Safety,Z91.419,Safety/General Safety,Personal history of unspecified adult abuse,Z209,history of adult abuse,ZCode/HRSN,Problem
Safety/General Safety,T14.90,Safety/General Safety,"Injury, unspecified",Z210,Injury,ZCode/HRSN,Problem
Safety/General Safety,Z91.89,Safety/General Safety,"Other specified personal risk factors, not elsewhere classified",Z211,other risk factors,ZCode/HRSN,Problem
Safety/General Safety,F40.298,Safety/General Safety,Other specified phobia,Z212,phobia,ZCode/HRSN,Problem
Safety/General Safety,Z91.41,Safety/General Safety,Personal history of adult abuse,Z213,adult abuse,ZCode/HRSN,Problem
Safety/General Safety,Z91.4,Safety/General Safety,"Personal history of psychological trauma, not elsewhere classified",Z214,psychological trauma,ZCode/HRSN,Problem
Safety/General Safety,T74.1,Safety/General Safety,"Physical abuse, confirmed",Z215, Physical abuse,ZCode/HRSN,Problem
Safety/General Safety,T76.1,Safety/General Safety,"Physical abuse, suspected",Z216, Physical abuse,ZCode/HRSN,Problem
Safety/General Safety,T74.3,Safety/General Safety,"Psychological abuse, confirmed",Z217,Psychological abuse,ZCode/HRSN,Problem
Safety/General Safety,T76.3,Safety/General Safety,"Psychological abuse, suspected",Z218, Psychological abuse,ZCode/HRSN,Problem
Safety/General Safety,T74.2,Safety/General Safety,"Sexual abuse, confirmed",Z219, Sexual abuse,ZCode/HRSN,Problem
Safety/General Safety,T76.2,Safety/General Safety,"Sexual abuse, suspected",Z220, Sexual abuse,ZCode/HRSN,Problem
Safety/General Safety,F40.2,Safety/General Safety,Specific (isolated) phobias,Z221,phobias,ZCode/HRSN,Problem
Safety/General Safety,T74.91,Safety/General Safety,"Unspecified adult maltreatment, confirmed",Z222,adult maltreatment,ZCode/HRSN,Problem
Safety/General Safety,T14.9,Safety/General Safety,Unspecified injury,Z223,injury,ZCode/HRSN,Problem
Safety/General Safety,T74.9,Safety/General Safety,"Unspecified maltreatment, confirmed",Z224, maltreatment,ZCode/HRSN,Problem
Safety/General Safety,Z65.4,Safety/General Safety,crime victim,Z225.2,crime victim,ZCode/HRSN,Problem
Safety/General Safety,Z65.4,Safety/General Safety,Victim of crime,Z225,Victim of crime,ZCode/HRSN,Problem
Safety/General Safety,Z65.4,Safety/General Safety,Victim of terrorism,Z225.1,Victim of terrorism,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.413,Safety/Intimate partner violence,"Sexual abuse complicating pregnancy, third trimester",Z226,confirmed Sexual abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.11,Safety/Intimate partner violence,"Adult physical abuse, confirmed",Z227, physical abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.31,Safety/Intimate partner violence,"Adult psychological abuse, confirmed",Z228, psychological abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.21,Safety/Intimate partner violence,"Adult sexual abuse, confirmed",Z229, sexual abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,Z91.4,Safety/Intimate partner violence,"Personal history of psychological trauma, not elsewhere classified",Z230,history of psychological trauma,ZCode/HRSN,Problem
Safety/Intimate partner violence,Z91.8,Safety/Intimate partner violence,"Other specified personal risk factors, not elsewhere classified",Z231,other risk factors,ZCode/HRSN,Problem
Safety/Intimate partner violence,Z91.41,Safety/Intimate partner violence,Personal history of adult abuse,Z232,adult abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,Z91.410,Safety/Intimate partner violence,Personal history of adult physical and sexual abuse,Z233,"adult physical abuse
",ZCode/HRSN,Problem
Safety/Intimate partner violence,Z91.410,Safety/Intimate partner violence,Personal history of adult physical and sexual abuse,Z233,adult sexual abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,Z91.411,Safety/Intimate partner violence,Personal history of adult psychological abuse,Z234,psychological abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.32,Safety/Intimate partner violence,Physical abuse complicating childbirth,Z235,Physical abuse complicating childbirth,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.31,Safety/Intimate partner violence,Physical abuse complicating pregnancy,Z236,Physical abuse complicating pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.3,Safety/Intimate partner violence,"Physical abuse complicating pregnancy, childbirth and the puerperium",Z237.1,Physical abuse complicating childbirth,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.3,Safety/Intimate partner violence,"Physical abuse complicating pregnancy, childbirth and the puerperium",Z237.2,Physical abuse complicating the puerperium,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.311,Safety/Intimate partner violence,"Physical abuse complicating pregnancy, first trimester",Z238,Physical abuse in first trrimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.312,Safety/Intimate partner violence,"Physical abuse complicating pregnancy, second trimester",Z239,Physical abuse in second trrimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.313,Safety/Intimate partner violence,"Physical abuse complicating pregnancy, third trimester",Z240,Physical abuse in third trimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.319,Safety/Intimate partner violence,"Physical abuse complicating pregnancy, unspecified trimester",Z241,Physical abuse during pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.33,Safety/Intimate partner violence,Physical abuse complicating the puerperium,Z242,Physical abuse complicating the puerperium,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.1,Safety/Intimate partner violence,"Physical abuse, confirmed",Z243, Physical abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,Z63.0,Safety/Intimate partner violence,Problems in relationship with spouse or partner,Z244,Problems in relationship,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.52,Safety/Intimate partner violence,Psychological abuse complicating childbirth,Z245,Psychological abuse complicating childbirth,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.51,Safety/Intimate partner violence,Psychological abuse complicating pregnancy,Z246,Psychological abuse complicating pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.5,Safety/Intimate partner violence,"Psychological abuse complicating pregnancy, childbirth and the puerperium",Z247,"Psychological abuse complicating pregnancy, childbirth and the puerperium",ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.511,Safety/Intimate partner violence,"Psychological abuse complicating pregnancy, first trimester",Z248,"Psychological abuse complicating pregnancy, first trimester",ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.512,Safety/Intimate partner violence,"Psychological abuse complicating pregnancy, second trimester",Z249,Psychological abuse in second trimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.513,Safety/Intimate partner violence,"Psychological abuse complicating pregnancy, third trimester",Z250,Psychological abuse in third trimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.519,Safety/Intimate partner violence,"Psychological abuse complicating pregnancy, unspecified trimester",Z251,Psychological abuse during pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.53,Safety/Intimate partner violence,Psychological abuse complicating the puerperium,Z252,Psychological abuse complicating the puerperium,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.3,Safety/Intimate partner violence,"Psychological abuse, confirmed",Z253, Psychological abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.42,Safety/Intimate partner violence,Sexual abuse complicating childbirth,Z254,Sexual abuse complicating childbirth,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.41,Safety/Intimate partner violence,Sexual abuse complicating pregnancy,Z255,Sexual abuse complicating pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.4,Safety/Intimate partner violence,"Sexual abuse complicating pregnancy, childbirth and the puerperium",Z256,Sexual abuse in first trimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.411,Safety/Intimate partner violence,"Sexual abuse complicating pregnancy, first trimester",Z257,Sexual abuse in second trimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.412,Safety/Intimate partner violence,"Sexual abuse complicating pregnancy, second trimester",Z258,Sexual abuse in third trimester of pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.419,Safety/Intimate partner violence,"Sexual abuse complicating pregnancy, unspecified trimester",Z259,Sexual abuse during pregnancy,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.4,Safety/Intimate partner violence,"Sexual abuse complicating pregnancy, childbirth and the puerperium",Z260,Sexual abuse complicating the puerperium,ZCode/HRSN,Problem
Safety/Intimate partner violence,O9A.43,Safety/Intimate partner violence,Sexual abuse complicating the puerperium,Z261,Sexual abuse complicating the puerperium,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.2,Safety/Intimate partner violence,"Sexual abuse, confirmed",Z262, Sexual abuse,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.91,Safety/Intimate partner violence,"Unspecified adult maltreatment, confirmed",Z263, adult maltreatment,ZCode/HRSN,Problem
Safety/Intimate partner violence,T76.91,Safety/Intimate partner violence,"Unspecified adult maltreatment, suspected",Z264, adult maltreatment,ZCode/HRSN,Problem
Safety/Intimate partner violence,T74.9,Safety/Intimate partner violence,"Unspecified maltreatment, confirmed",Z265, maltreatment,ZCode/HRSN,Problem
Safety/Intimate partner violence,T76.9,Safety/Intimate partner violence,"Unspecified maltreatment, suspected",Z266, maltreatment,ZCode/HRSN,Problem
Safety/Neighborhood safety,Z60.8,Safety/Neighborhood safety,Other problems related to social environment,Z267,Other problems related to social environment,ZCode/HRSN,Problem
Safety/Neighborhood safety,R45.8,Safety/Neighborhood safety,Other symptoms and signs involving emotional state,Z268,emotional issues,ZCode/HRSN,Problem
Safety/Neighborhood safety,T74.91,Safety/Neighborhood safety,"Unspecified adult maltreatment, confirmed",Z270, adult maltreatment,ZCode/HRSN,Problem
Safety/Neighborhood safety,T74.9,Safety/Neighborhood safety,"Unspecified maltreatment, confirmed",Z271, maltreatment,ZCode/HRSN,Problem
Safety/Neighborhood safety,R45.82,Safety/Neighborhood safety,Worries,Z272,Worries,ZCode/HRSN,Problem
Social connections / isolation,Z63.5,Social connections / isolation,Disruption of family by separation and divorce,Z273,Disruption of family by divorce,ZCode/HRSN,Problem
Social connections / isolation,Z63.5,Social connections / isolation,Disruption of family by separation and divorce,Z274,Disruption of family by separation,ZCode/HRSN,Problem
Social connections / isolation,Z73.4,Social connections / isolation,"Inadequate social skills, not elsewhere classified",Z275,Inadequate social skills,ZCode/HRSN,Problem
Social connections / isolation,Z60.8,Social connections / isolation,Other problems related to social environment,Z276,problems with social environment,ZCode/HRSN,Problem
Social connections / isolation,Z63.8,Social connections / isolation,Other specified problems related to primary support group,Z277,problems with primary support group,ZCode/HRSN,Problem
Social connections / isolation,R45.89,Social connections / isolation,Other symptoms and signs involving emotional state,Z278,poor emotional state,ZCode/HRSN,Problem
Social connections / isolation,Z63.9,Social connections / isolation,"Problem related to primary support group, unspecified",Z279,problems related to primary support group,ZCode/HRSN,Problem
Social connections / isolation,Z63.0,Social connections / isolation,Problems in relationship with spouse or partner,Z280,relationship problems with partner,ZCode/HRSN,Problem
Social connections / isolation,Z63.0,Safety/Intimate partner violence,Problems in relationship with spouse or partner,Z280,"relationship problems with spouse
 ",ZCode/HRSN,Problem
Social connections / isolation,Z60.2,Social connections / isolation,Problems related to living alone,Z281,Problems related to living alone,ZCode/HRSN,Problem
Social connections / isolation,Z65.9,Social connections / isolation,Problems related to unspecified psychosocial circumstances,Z282,problems related to unspecified psychosocial circumstances,ZCode/HRSN,Problem
Social connections / isolation,Z60.4,Social connections / isolation,Social Exclusion and Rejection,Z283,Social Exclusion and Rejection,ZCode/HRSN,Problem
Social connections / isolation,Z60.4,Social connections / isolation,Social Exclusion and Rejection,Z283.1,Social Exclusion and Rejection,ZCode/HRSN,Problem
Social connections / isolation,Z91.8,Social connections / isolation,"Other specified personal risk factors, not elsewhere classified",Z284,personal risk factors,ZCode/HRSN,Problem
Social connections / isolation,R45.8,Social connections / isolation,Other symptoms and signs involving emotional state,Z285,emotional problems,ZCode/HRSN,Problem
